id,crop,landuse,area,xcoord,ycoord
way/898069900,grape,vineyard,1069.247,10.7275522589508,45.4738972765864
way/898069902,grape,vineyard,894.039,10.7293600881205,45.4743569272222
way/898069903,grape,vineyard,3198.025,10.7288788312581,45.4742656594333
way/898069904,grape,vineyard,4460.316,10.7278878658573,45.4738314310736
way/898069905,grape,vineyard,3814.371,10.7283184337142,45.4744475432825
way/898069906,grape,vineyard,6006.865,10.7317282859253,45.4760646036205
way/898069907,grape,vineyard,4381.987,10.7319590221602,45.4767309261771
way/898069908,grape,vineyard,24625.170,10.7291742841623,45.4753385612152
way/898069909,grape,vineyard,12412.029,10.7301003180402,45.4762717314414
way/898069910,grape,vineyard,2318.378,10.7287402646144,45.4765618932501
way/898069911,grape,vineyard,4382.416,10.72905559983,45.4772113126698
way/898071876,grape,vineyard,11070.378,10.7232851008222,45.4732370463836
way/898071878,grape,vineyard,15785.455,10.7235133499245,45.4741376805791
way/898071879,grape,vineyard,18020.020,10.7241126698317,45.4752023254783
way/997958015,grape,vineyard,85981.533,10.7328609399301,45.4824931769682
way/1133863504,grape,vineyard,3369.261,10.7625880204569,45.477783718536
way/1133863505,grape,vineyard,17640.801,10.7630869822947,45.4790122497274
way/1148004216,grape,vineyard,4898.880,10.7376011315056,45.4607863822045
way/1158367381,grape,vineyard,9755.777,10.7446648709673,45.5130777000845
way/1158367382,grape,vineyard,6869.432,10.743778179743,45.5125014532563
way/1158367383,grape,vineyard,32762.043,10.7437293647177,45.5153490456493
way/1158367384,grape,vineyard,39036.334,10.7453112944013,45.5167827995327
way/1165150631,grape,vineyard,15743.354,10.7535299700378,45.4966764661793
way/1165150634,grape,vineyard,7075.430,10.7560148215056,45.4963053003282
way/1172017321,grape,vineyard,2176.470,10.747296938041,45.5073161676738
way/1172017322,grape,vineyard,12961.503,10.7472355072794,45.5067968056553
way/342545487,,vineyard,440788.947,10.762180190162,45.4863210333166
way/186288191,,vineyard,90393.196,10.7520970767074,45.5038637203775
way/345359761,,vineyard,14664.707,10.7536977050741,45.4978397884472
way/651230188,grape,vineyard,1864.711,10.7439885813988,45.4778178564091
